,publisher,scores,total,avg_score
196,SEGA Mobile,"[5.5, 5.0, 8.0, 7.0, 7.0, 8.5, 9.0, 8.5, 9.1, 8.0, 6.9, 9.6, 7.1, 6.0, 7.1, 3.0, 7.0, 4.0, 5.0, 6.5, 6.5, 7.5, 6.4, 5.5, 7.0, 4.0, 7.0, 6.7, 8.5, 5.0, 9.5, 9.4, 2.0, 8.0, 8.0, 7.0, 5.0, 7.0, 7.5, 8.6, 5.5, 7.9, 8.5, 7.0, 6.0, 8.0, 3.0, 8.0, 3.0, 4.5, 7.0, 4.5, 3.0, 7.0, 6.6, 8.3, 4.5, 4.5, 3.5, 3.5, 3.5, 3.5, 3.5, 4.5, 7.5, 8.5, 7.1, 4.0]",68,6.320588235294117
197,Gust,"[6.2, 7.0, 6.0, 7.8, 7.5, 8.0, 5.7, 2.7]",8,6.3625
198,Oddworld Inhabitants,"[8.5, 7.8, 7.0]",3,7.766666666666667
199,TastyPlay,[7.5],1,7.5
200,Critical Thought Games,"[8.2, 8.2]",2,8.2
201,Industrial Toys,[6.5],1,6.5
202,Ponos Corp.,[8.5],1,8.5
203,Crema,[7.0],1,7.0
204,Sputnik Games,[7.0],1,7.0
205,Jellyvision,"[7.3, 8.5, 8.5, 7.5, 8.5, 6.0, 6.0]",7,7.471428571428571
206,Gyrocade,[6.0],1,6.0
207,ACE (2),"[9.0, 6.2, 2.0, 2.0, 3.5, 2.2, 8.1, 8.2, 8.0, 6.0, 6.8, 5.0, 8.0, 8.0, 7.2, 8.2, 4.5, 8.2, 6.4, 5.0, 9.0, 3.0, 6.3, 6.1, 7.5, 9.7, 3.5, 7.0, 4.9, 5.2, 7.8, 7.1, 7.7, 7.0, 7.4, 8.5, 8.4, 7.9, 7.3, 7.7, 8.4, 6.0, 6.8, 6.8, 8.1, 7.5, 7.5, 9.0, 8.5, 5.5, 5.0, 3.9, 8.4, 6.8, 9.0, 7.3, 8.1, 8.2, 6.0, 3.8, 3.8, 4.0, 6.5, 6.8, 6.0, 6.0, 6.7, 6.7, 5.0, 9.0, 8.4, 6.6, 8.6, 8.2, 7.7, 5.5, 3.0, 8.0, 5.5, 5.5, 6.0, 9.0, 9.2, 4.0, 6.3, 6.5, 5.0, 4.0, 8.5, 8.0, 6.4, 5.0, 7.1, 3.4, 7.3, 4.9, 7.5, 8.5, 9.0, 8.5, 9.1, 8.0, 3.8, 4.8, 6.0, 4.8, 7.2, 5.5, 7.7, 7.7, 5.6, 4.1, 6.7, 3.0, 7.0, 8.0, 7.2, 4.0, 7.8, 4.0, 4.8, 8.5, 9.0, 9.1, 7.5, 6.9, 9.6, 7.1, 6.5, 6.0, 7.1, 2.6, 8.1, 8.8, 5.0, 6.5, 7.5, 8.0, 8.0, 8.0, 5.7, 5.0, 6.0, 3.0, 4.0, 6.7, 5.5, 6.0, 8.4, 3.9, 7.0, 6.0, 9.0, 6.9, 6.5, 7.9, 7.6, 7.0, 8.0, 8.6, 6.5, 8.4, 8.0, 6.9, 8.0, 5.5, 2.2, 5.0, 9.3, 7.0, 9.4, 8.1, 7.5, 8.5, 9.3, 6.0, 8.2, 2.0, 7.5, 7.0, 2.0, 8.0, 4.3, 5.5, 7.1, 8.0, 8.0, 6.3, 7.9, 6.5, 7.5, 3.5, 5.7, 6.3, 6.5, 5.8, 4.0, 6.3, 5.5, 6.0, 7.0, 7.0, 5.0, 8.0, 4.8, 6.0, 5.0, 4.0, 4.0, 8.0, 4.0, 5.0, 5.1, 5.5, 3.0, 3.0, 6.0, 8.1, 6.0, 4.0, 6.5, 7.2, 6.4, 8.0, 5.2, 7.1, 6.7, 7.8, 6.2, 6.4, 5.8, 6.2, 8.0, 7.2, 6.8, 7.8, 7.4, 7.0, 9.0, 4.5, 8.0, 9.0, 9.0, 8.1, 6.5, 3.6, 2.0, 8.0, 8.5, 8.5, 8.5, 7.0, 6.2, 6.1, 6.8, 7.9, 5.5, 7.0, 6.0, 2.7, 5.7, 4.5, 6.0, 5.8, 7.0, 8.3, 8.5, 6.8, 8.6, 8.5, 3.8, 4.0, 3.0, 5.0, 6.9, 5.0, 7.0, 6.3, 5.3, 5.3, 3.5, 6.0, 6.5, 8.0, 7.5, 6.0, 5.5, 5.5, 5.5, 8.2, 7.1, 3.0, 6.4, 1.0, 5.7, 4.0, 5.8, 8.0, 7.2, 4.9, 5.5, 6.5, 3.5, 3.5, 7.2, 3.6, 4.5, 3.8, 4.5, 4.3, 3.0, 2.0, 3.4, 6.9, 8.1, 7.0, 7.8, 7.9, 8.5, 7.6, 7.0, 9.3, 6.0, 9.2, 7.9, 9.2, 9.0, 7.8, 6.3, 7.0, 8.5, 8.6, 8.3, 8.8, 8.4, 8.4, 3.0, 3.6, 8.5, 8.0, 6.5, 7.7, 7.3, 7.5, 7.0, 7.0, 8.4, 7.8, 4.3, 7.0, 7.5, 7.8, 8.2, 8.2, 9.0, 8.0, 8.5, 8.5, 7.0, 5.8, 5.8, 5.5, 8.0, 8.0, 3.0, 3.0, 4.5, 8.3, 7.0, 6.0, 4.0, 7.9, 8.0, 5.0, 6.7, 4.9, 3.0, 8.0, 5.7, 7.0, 8.8, 9.2, 8.0, 8.4, 8.8, 8.5, 2.5, 8.4, 8.5, 5.5, 5.0, 7.2, 7.5, 8.3, 2.0, 2.0, 7.6, 5.5, 3.9, 8.4, 7.7, 5.0, 8.0, 6.7, 8.5, 8.0, 4.8, 7.8, 7.0, 6.0, 7.5, 7.4, 3.0, 8.4, 9.0, 7.5, 7.5, 7.7, 3.5, 7.0, 4.5, 5.1, 7.8, 8.5, 8.8, 7.0, 7.4, 6.2, 2.0, 4.0, 8.0, 5.0, 6.8, 8.7, 7.0, 4.5, 7.0, 7.0, 5.0, 7.6, 8.0, 8.0, 5.5, 5.0, 7.0, 7.9, 7.7, 7.6, 7.9, 8.2, 8.1, 8.5, 4.0, 4.5, 8.3, 8.0, 7.4, 7.0, 4.9, 4.0, 4.9, 4.0, 5.0, 3.8, 9.1, 7.0, 7.0, 7.0, 8.5, 3.0, 5.9, 5.9, 5.0, 3.0, 6.2, 8.0, 8.9, 8.0, 8.9, 8.9, 6.0, 8.1, 8.1, 4.8, 5.0, 8.0, 6.6, 8.5, 3.0, 7.0, 6.2, 9.2, 9.0, 7.3, 5.0, 6.7, 8.5, 8.9, 8.8, 8.3, 8.0, 5.0, 6.3, 8.0, 7.0, 9.7, 10.0, 4.9, 5.4, 7.0, 2.0, 6.8, 6.9, 6.9, 7.8, 6.0, 6.0, 5.5, 6.0, 8.0, 4.9, 5.9, 7.0, 7.7, 8.4, 8.6, 5.0, 8.0, 9.4, 8.7, 8.6, 9.2, 7.8, 8.8, 8.8, 8.2, 9.2, 9.1, 6.5, 7.7, 7.9, 9.0, 5.8, 5.8, 7.9, 5.0, 5.0, 6.0, 8.5, 7.8, 7.2, 8.6, 8.1, 8.1, 7.6, 8.1, 9.2, 7.8, 7.9, 8.3, 9.4, 8.7, 9.2, 6.0, 6.0, 8.0, 7.9, 7.9, 9.0, 8.5, 8.8, 4.0, 9.5, 6.5, 4.8, 9.0, 6.8, 4.0, 9.0, 6.6, 8.6, 8.7, 3.5, 3.5, 8.5, 4.3, 4.8, 2.6, 7.5, 4.0, 7.4, 7.0, 8.2, 8.3, 8.1, 8.8, 3.0, 7.0, 6.5, 6.5, 8.2, 7.6, 8.4, 3.0, 7.3, 4.5, 4.5, 6.5, 3.6, 5.5, 7.5, 2.0, 8.8, 3.0, 8.0, 6.0, 9.0, 6.0, 8.0, 8.6, 6.5, 9.0, 7.6, 7.5, 8.3, 4.0, 5.0, 7.7, 6.0, 2.0, 7.0, 5.0, 4.0, 4.5, 3.0, 6.5, 7.9, 6.2, 6.3, 7.0, 6.3, 4.0, 7.0, 8.5, 3.9, 6.0, 7.5, 7.4, 2.0, 4.0, 8.7, 8.2, 4.5, 5.8, 3.0, 2.0, 3.0, 7.4, 9.0, 7.6, 7.8, 8.7, 8.5, 8.5, 8.5, 9.0, 8.6, 8.0, 6.3, 7.3, 4.0, 3.8, 9.3, 8.6, 8.8, 7.5, 8.3, 7.9, 5.5, 9.7, 9.0, 9.0, 8.3, 9.2, 9.1, 8.0, 8.6, 8.3, 9.2, 7.9, 2.5, 8.0, 1.0, 7.9, 7.7, 8.3, 5.6, 7.8, 6.0, 7.0, 9.3, 6.0, 5.8, 5.4, 6.0, 2.0, 5.8, 3.0, 5.0, 3.0, 8.0, 7.3, 7.0, 8.3, 5.0, 5.0, 6.9, 9.1, 9.1, 3.0, 7.5, 8.0, 7.3, 9.4, 6.9, 7.2, 8.6, 9.0, 4.9, 4.5, 7.0, 7.9, 7.8, 7.0, 9.2, 6.6, 5.3, 6.0, 9.3, 8.5, 7.5, 8.0, 5.0, 5.0, 5.0, 5.0, 10.0, 8.2, 10.0, 5.4, 2.0, 7.5, 6.5, 6.0, 8.7, 8.0, 8.0, 6.9, 7.4, 7.0, 8.8, 8.0, 8.0, 4.8, 6.4, 7.0, 6.9, 6.0, 9.0, 5.0, 6.8, 7.0, 6.9, 8.8, 6.2, 8.5, 3.8, 9.3, 6.0, 7.5, 7.8, 8.0, 8.5, 3.5, 5.5, 5.8, 6.2, 4.5, 7.8, 2.5, 6.0, 7.0, 6.2, 3.5, 7.7, 4.5, 6.4, 7.2, 7.2, 9.2, 8.3, 8.3, 7.4, 6.0, 6.0, 6.0, 7.5, 4.5, 9.2, 6.5, 5.0, 5.0, 8.7, 8.8, 4.8, 6.1, 8.0, 6.1, 8.5, 3.0, 7.3, 5.0, 7.0, 7.0, 7.3, 7.9, 8.5, 8.8, 6.6, 4.1, 8.4, 6.0, 7.0, 5.1, 2.0, 2.0, 4.6, 3.0, 6.0, 9.0, 9.0, 6.0, 4.0, 6.5, 7.0, 5.7, 6.5, 7.0, 8.8, 9.0, 6.0, 6.0, 8.3, 8.5, 7.3, 5.5, 8.0, 4.0, 7.7, 8.5, 9.1, 3.0, 4.0, 3.0, 7.0, 7.6, 6.5, 8.3, 4.0, 7.8, 7.8, 5.6, 3.0, 7.0, 2.9, 3.8, 3.0, 3.0, 8.3, 7.0, 6.4, 7.0, 6.7, 4.0, 7.0, 7.3, 3.5, 8.9, 7.1, 7.9, 2.5, 1.0, 5.0, 7.8, 8.0, 3.2, 8.5, 8.0, 3.3, 3.4, 7.9, 8.7, 8.4, 2.0, 6.0, 8.2, 7.5, 9.0, 4.5, 8.5, 9.4, 6.9, 7.5, 7.8, 8.8, 9.0, 7.9, 7.2, 9.0, 7.0, 8.8, 7.3, 4.0, 3.5, 2.3, 8.8, 9.2, 7.6, 8.0, 3.0, 6.2, 7.4, 9.0, 6.5, 6.2, 6.8, 4.0, 9.0, 8.0, 5.9, 9.1, 7.7, 9.0, 7.8, 7.8, 7.7, 7.6, 7.6, 4.5, 8.3, 6.6, 6.6, 8.3, 6.7, 6.5, 6.7, 7.0, 7.5, 7.0, 5.0, 8.5, 8.6, 7.0, 7.6, 8.3, 8.4, 8.0, 6.0, 7.0, 6.7, 4.9, 5.7, 4.2, 8.1, 7.0, 6.9, 6.7, 4.5, 3.4, 5.9, 5.0, 5.3, 4.8, 5.5, 7.0, 4.7, 7.0, 6.6, 8.3, 9.0, 7.2, 4.5, 6.1, 6.2, 8.0, 4.0, 7.3, 6.9, 6.4, 5.0, 8.9, 7.2, 7.5, 5.0, 4.0, 9.0, 9.4, 8.5, 8.7, 7.0, 9.6, 7.7, 7.3, 6.0, 7.5, 7.8, 6.5, 9.4, 7.5, 5.0, 7.3, 6.5, 7.0, 7.9, 5.0, 5.5, 6.0, 7.5, 5.0, 6.0, 4.3, 8.4, 3.0, 4.6, 3.8, 5.7, 6.2, 8.0, 6.4, 5.1, 5.8, 8.7, 2.5, 8.5, 8.3, 8.3, 6.0, 9.0, 3.5, 5.0, 8.2, 9.0, 6.0, 7.8, 8.0, 8.9, 8.9, 8.5, 6.0, 6.5, 8.0, 8.7, 8.5, 6.5, 3.0, 2.3, 5.0, 2.0, 6.0, 4.0, 6.3, 9.0, 8.5, 8.0, 4.0, 8.0, 6.3, 4.0, 4.5, 7.0, 8.0, 3.0, 3.9, 4.8, 5.9, 6.1, 5.8, 5.8, 7.0, 4.0, 4.9, 6.7, 8.8, 7.9, 7.8, 7.2, 6.5, 8.8, 8.5, 4.0, 6.0, 7.0, 5.9, 3.8, 7.2, 7.8, 7.2, 8.4, 7.5, 7.5, 8.0, 9.0, 8.3, 7.1, 7.4, 6.7, 3.0, 9.1, 7.7, 3.0, 9.2, 9.6, 9.4, 9.6, 8.4, 7.3, 8.6, 4.5, 7.2, 7.4, 7.6, 8.6, 8.2, 8.0, 8.6, 4.0, 5.9, 6.5, 4.1, 9.0, 8.0, 8.8, 8.0, 8.0, 7.0, 8.6, 8.4, 6.8, 4.0, 9.0, 9.0, 7.1, 5.0, 5.0, 3.0, 7.1, 7.8, 4.0, 2.0, 4.8, 4.7, 7.0, 6.6, 8.0, 6.6, 5.1, 5.1, 5.5, 8.3, 7.8, 7.5, 9.0, 7.2, 4.0, 3.5, 8.0, 5.5, 7.0, 5.5, 9.0, 9.1, 8.1, 7.5, 5.8, 6.0, 8.0, 8.2, 6.8, 9.0, 4.5, 5.8, 4.0, 4.0, 7.0, 8.2, 7.0, 8.3, 8.7, 8.0, 9.1, 3.0, 8.9, 7.8, 8.5, 8.0, 8.4, 8.5, 8.3, 7.2, 7.0, 6.7, 7.0, 6.8, 4.0, 7.5, 6.3, 5.3, 7.8]",1218,6.664614121510673
208,PopCap Games,"[7.5, 8.2, 8.0, 6.5, 7.8, 7.0, 7.0, 8.0, 8.0, 7.0, 3.0, 7.0, 9.5, 7.4, 7.4, 7.0, 6.0, 8.3, 8.0, 8.9, 8.4, 8.5, 7.9, 6.6, 6.0, 7.0, 7.3, 7.3, 8.3, 6.0, 8.6, 9.0, 9.0, 8.4, 8.4, 9.0, 9.0, 8.7, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 5.5, 6.0, 8.0, 9.2, 8.0, 8.0, 8.0, 7.0]",53,7.784905660377357
209,Majesco,"[4.0, 7.6, 7.8, 7.9, 7.8, 7.8, 8.2, 8.8, 6.9, 4.5, 4.8, 6.1, 4.5, 5.0, 7.0, 6.5, 3.0, 9.5, 2.0, 6.3, 6.1, 8.1, 7.8, 7.5, 6.8, 8.0, 8.0, 9.0, 9.0, 7.8, 7.3, 6.5, 6.5, 6.5, 8.1, 6.7, 7.5, 7.5, 6.0, 8.5, 8.5, 4.5, 4.5, 5.3, 7.5, 7.5, 6.5, 5.0, 7.3, 8.0, 3.0, 7.0, 4.0, 7.0, 7.0, 5.0, 5.8, 7.3, 7.0, 7.0, 6.0, 8.0, 5.0, 2.2, 8.0, 2.5, 3.0, 2.9, 2.9, 7.0, 4.0, 7.0, 7.0, 7.0, 5.5, 6.0, 2.0, 3.5, 3.5, 5.5, 4.0, 6.0, 8.0, 8.5, 8.0, 8.5, 8.5, 4.5, 6.0, 5.5, 3.5, 3.0, 7.5, 7.0, 7.5, 4.9, 5.0, 7.7, 6.0, 7.5, 8.9, 6.7, 4.0, 5.0, 7.6, 5.5, 8.0, 7.4, 6.1, 8.0, 3.5, 3.0, 5.0, 4.5, 5.0, 7.0, 4.5, 3.5, 3.5, 3.0, 6.0, 7.0, 8.0, 4.0, 6.8, 9.0, 7.0, 4.5, 8.5, 4.0, 4.0, 7.0, 4.0, 9.0, 8.0, 8.1, 5.0, 7.9, 3.0, 8.0, 7.5, 6.2, 5.5, 4.0, 7.0, 4.1, 8.5, 5.0, 5.0, 5.0, 5.0, 2.0, 8.6, 8.7, 8.7, 6.8, 7.0, 8.0, 6.9, 8.5, 3.8, 7.8, 7.0, 7.5, 7.0, 6.5, 6.5, 7.7, 9.2, 5.5, 6.0, 9.0, 4.5, 8.5, 5.5, 8.6, 6.0, 9.0, 2.5, 4.0, 6.8, 7.0, 6.0, 5.5, 6.0, 5.0, 7.5, 6.0, 3.5, 8.0, 4.5, 4.0, 3.5, 6.1, 3.0, 7.5, 3.0, 2.0, 7.3, 5.0, 3.1, 7.5, 6.2, 6.8, 5.5, 7.2]",206,6.153398058252427
210,ZA/UM,"[9.6, 10.0]",2,9.8
211,Mamba Games,[6.5],1,6.5
212,Three Fields Entertainment,"[7.2, 6.0, 8.2]",3,7.133333333333333
213,Downtown Wireless,[8.5],1,8.5
214,Fenix Fire,[5.5],1,5.5
215,Grasshopper Manufacture,"[4.9, 9.0, 6.0]",3,6.633333333333333
216,Worldwalker Games,[9.0],1,9.0
217,Traction Games,[6.0],1,6.0
218,Monte Cristo,"[7.9, 6.2, 8.1, 8.0, 7.2, 5.5, 6.5, 6.0]",8,6.925000000000001
219,Plaid Hat Games,[8.0],1,8.0
220,Capcom,"[4.5, 5.0, 7.0, 7.0, 5.5, 7.6, 7.8, 5.5, 7.5, 8.5, 8.3, 7.5, 6.0, 7.5, 7.0, 5.5, 5.7, 6.0, 4.6, 4.6, 8.5, 9.0, 6.0, 6.0, 9.4, 9.4, 9.3, 8.0, 8.0, 8.0, 7.5, 7.0, 7.5, 8.5, 7.6, 8.2, 8.3, 7.5, 8.0, 8.2, 6.0, 8.8, 7.5, 8.1, 8.0, 7.4, 8.1, 7.0, 6.8, 6.8, 6.9, 8.4, 6.6, 8.6, 8.8, 8.8, 8.2, 6.5, 7.7, 7.0, 7.1, 6.5, 8.0, 7.0, 8.4, 5.0, 5.0, 5.0, 5.0, 8.0, 8.5, 7.6, 8.5, 6.5, 7.0, 8.0, 8.0, 8.0, 8.0, 8.3, 8.3, 8.1, 6.9, 2.5, 7.3, 8.3, 6.5, 5.9, 9.6, 7.0, 9.6, 9.0, 5.8, 6.0, 8.8, 8.7, 7.0, 8.7, 8.7, 8.0, 7.5, 9.0, 9.5, 7.5, 6.0, 7.2, 6.4, 9.2, 9.3, 6.0, 6.6, 4.0, 7.0, 6.5, 4.8, 8.9, 8.9, 8.9, 8.5, 7.9, 7.8, 7.5, 8.0, 7.2, 7.0, 9.0, 4.5, 7.0, 8.3, 7.7, 8.0, 7.9, 8.2, 5.7, 3.5, 8.2, 3.0, 7.0, 7.0, 8.8, 8.5, 8.0, 6.5, 3.6, 3.5, 5.2, 6.9, 6.9, 6.9, 6.0, 1.0, 8.5, 8.3, 9.0, 7.9, 7.5, 7.0, 7.7, 8.0, 6.0, 6.0, 7.0, 8.5, 8.0, 7.5, 7.5, 6.0, 5.0, 6.0, 3.0, 9.4, 9.7, 7.2, 9.5, 6.5, 9.3, 9.5, 9.9, 8.3, 7.3, 8.0, 9.6, 5.0, 8.4, 7.4, 7.4, 7.0, 7.7, 7.5, 7.0, 7.0, 8.5, 8.9, 8.1, 7.5, 6.0, 5.5, 6.0, 6.8, 6.2, 8.1, 7.5, 7.5, 8.5, 5.5, 7.1, 5.8, 6.0, 5.0, 10.0, 7.8, 8.5, 8.0, 7.0, 7.5, 7.5, 8.4, 9.3, 3.9, 9.0, 8.5, 8.8, 7.7, 8.2, 8.0, 9.2, 8.8, 8.5, 8.5, 8.5, 7.5, 1.0, 9.5, 7.5, 9.5, 8.0, 8.5, 4.5, 7.0, 6.0, 8.6, 8.5, 8.0, 8.5, 8.5, 4.0, 8.5, 8.5, 7.9, 7.9, 6.5, 6.5, 6.5, 6.5, 6.5, 5.5, 5.5, 7.5, 7.8, 6.0, 9.0, 8.4, 8.1, 7.5, 6.7, 8.2, 8.0, 5.0, 5.0, 6.0, 6.0, 5.2, 5.2, 5.2, 7.0, 8.5, 8.0, 6.7, 7.3, 7.0, 8.3, 9.0, 6.0, 9.0, 8.0, 8.8, 8.0, 8.0, 7.5, 8.0, 8.0, 8.0, 8.2, 8.0, 7.0, 7.0, 7.9, 7.2, 8.8, 9.0, 7.7, 8.3, 9.5, 8.0, 8.0, 8.3, 8.0, 8.0, 8.9, 9.5, 8.8, 9.3, 9.5, 9.0, 9.5, 5.5, 5.0, 5.0, 5.0, 5.0, 6.7, 6.7, 8.0, 5.0, 5.1, 7.6, 7.6, 9.4, 8.5, 9.4, 9.0, 9.1, 9.4, 8.9, 9.0, 7.0, 8.8, 6.5, 8.9, 6.5, 7.8, 7.2, 7.8, 7.8, 6.0, 6.5, 6.0, 7.5, 7.8, 7.7, 6.8, 5.3, 8.0, 8.7, 9.0, 3.1, 8.8, 5.9, 8.7, 9.0, 8.2, 9.3, 6.8, 5.0, 9.1, 9.0, 9.0, 9.4, 7.6, 8.0, 5.0, 9.0, 9.8, 8.2, 8.5, 5.0, 7.0, 9.5, 9.5, 7.7, 9.0, 8.7, 9.0, 7.0, 7.0, 9.0, 7.5, 7.5, 9.3, 9.0, 9.0, 9.0, 7.9, 7.7, 4.5, 8.0, 9.2, 6.5, 5.0, 5.0, 6.9, 7.0, 6.8, 8.9, 4.0, 7.8, 6.0, 4.0, 7.6, 6.5, 6.0, 7.0, 8.0, 7.5, 6.8, 7.0, 7.5, 8.5, 8.0, 4.0, 8.1, 6.5, 8.5, 8.0, 7.9, 8.0, 6.5, 5.4, 8.0, 7.1, 7.1, 7.1, 5.7, 5.5, 8.0, 5.0, 4.5, 7.6, 9.0, 8.3, 6.0, 6.8, 6.0, 7.5, 8.0, 5.8, 3.0, 8.0, 8.3, 9.0, 8.0, 8.0, 7.0, 8.5, 7.0, 9.3, 9.5, 9.0, 8.3, 8.0, 8.5, 8.2, 7.0, 8.4, 8.5, 5.0, 8.3, 6.8, 7.8, 7.0, 7.5, 9.0, 8.8, 8.3, 7.9, 8.8, 7.5, 7.0, 7.5, 7.0, 9.0, 9.3, 9.3, 8.9, 9.3, 8.0, 9.5, 7.0, 7.0, 9.0, 6.6, 8.5, 7.5, 7.5, 8.5, 8.0, 7.0, 9.0, 8.0, 8.5, 8.0, 8.7, 8.0, 8.5, 8.0, 8.0, 8.5, 9.0, 9.0, 8.9, 7.5, 6.0, 6.0, 9.0, 8.5, 8.0, 6.5, 7.0, 8.6, 8.5, 8.0, 9.0, 3.8, 6.0, 8.2, 9.5, 9.1, 9.0, 9.0, 8.5, 5.0, 6.4, 6.0, 7.4, 4.0, 5.9, 6.2, 5.0, 7.5, 6.5, 3.5, 6.0, 9.1, 9.0, 9.1]",545,7.444770642201835
221,Team Phobic,[7.7],1,7.7
222,Portkey Games,[3.5],1,3.5
223,Chucklefish,"[8.0, 7.0, 9.1, 8.5]",4,8.15
224,Hot-B,"[6.0, 5.0, 6.8, 4.5, 6.0]",5,5.66
225,Living Mobile,"[7.0, 4.5, 8.0, 4.5]",4,6.0
226,Gazillion,[5.7],1,5.7
227,Tower Studios,[6.5],1,6.5
228,Abandon Interactive Entertainment,[6.8],1,6.8
229,Blue Ridge Games,[8.0],1,8.0
230,Macrospace,"[7.3, 7.5, 7.5, 8.1, 8.5, 8.5, 8.8, 6.6, 5.5, 5.5, 9.2, 7.0, 7.5, 8.0, 6.2, 8.4]",16,7.50625
231,ODENIS Studio,"[7.5, 8.0, 7.5]",3,7.666666666666667
232,Netflix [Apps],[6.9],1,6.9
233,ARC System Works,"[8.5, 6.5, 4.5, 9.4, 8.0, 9.4, 8.5, 8.5, 4.5, 7.5, 8.5, 8.3, 9.0, 9.0, 9.0, 3.5, 5.0, 4.0, 3.5, 4.5, 6.0, 2.5, 6.5, 8.0, 5.5, 7.5, 9.0, 8.8, 9.0, 8.9, 7.0, 8.7, 8.5, 7.8, 7.6, 8.3, 7.0, 7.9, 5.9, 8.5, 8.9, 2.7, 6.4, 5.3, 4.0, 6.0, 6.0, 3.0, 6.5, 8.5, 8.0, 7.1]",52,6.940384615384615
234,Doctor Entertainment,[8.0],1,8.0
235,Adventure Soft,[5.8],1,5.8
236,HD Publishing,"[5.4, 6.9, 5.7, 8.2]",4,6.55
237,Zingy,[5.5],1,5.5
238,YuPlay,[8.3],1,8.3
239,Tec Toy,"[7.5, 7.0, 6.0, 5.0, 5.0, 8.5, 5.0]",7,6.285714285714286
240,Superflat Games,"[8.6, 8.5]",2,8.55
241,Vicarious Visions,[8.0],1,8.0
242,Arkedo Studio,[7.5],1,7.5
243,Play Phone,[6.5],1,6.5
244,Tecmo,"[4.5, 4.5, 8.5, 8.9, 9.4, 9.4, 9.0, 7.0, 8.8, 5.0, 9.2, 6.4, 9.2, 6.0, 8.7, 6.0, 4.0, 7.9, 8.5, 8.4, 7.8, 7.7, 6.5, 6.5, 8.5, 7.9, 7.9, 7.2, 8.5, 6.0, 8.5, 4.0, 9.0, 8.8, 7.9, 8.5, 6.5, 5.5, 7.0, 5.5, 6.5, 8.0, 3.0, 2.5, 2.5, 7.0, 7.6, 3.0, 5.0, 9.4, 8.6, 8.0, 8.0, 8.0, 8.7, 8.5, 8.5, 9.0, 9.4, 6.0, 8.4, 8.8, 8.0, 9.3, 9.3, 7.2, 7.0, 8.5, 7.9, 2.5, 8.8, 8.9, 7.0, 6.0, 6.1, 8.4, 7.0, 6.5, 5.5, 5.6, 6.0, 7.3, 7.3, 9.0, 6.5, 7.7, 6.5, 6.5, 7.0, 4.8, 7.0, 7.0, 7.0, 7.5, 7.5, 5.8, 8.3]",97,7.191752577319587
245,Player X,"[8.1, 8.1, 8.5, 6.6, 5.5, 6.5]",6,7.216666666666666
246,Mediocre Games,[7.0],1,7.0
247,XIDER,[5.9],1,5.9
248,Hammer & Chisel,[7.5],1,7.5
249,PikPok,"[8.0, 7.0]",2,7.5
250,Chillingo,"[8.0, 8.0, 7.5, 7.0, 8.2, 8.0, 8.0, 8.5, 6.5, 7.4, 7.4, 7.5, 8.0, 7.3, 8.0, 9.0, 8.5, 7.0, 8.0, 9.0, 8.0, 6.8, 7.5, 7.0, 6.8, 7.5, 6.5, 8.2, 8.0, 8.5, 7.0, 7.5, 8.5, 7.0, 8.5, 6.0, 6.0, 8.0, 9.0, 7.0, 5.0, 8.5, 7.9, 9.0, 6.5, 7.0, 6.5, 6.5, 7.5, 7.0, 6.0, 8.5, 8.5, 8.7, 8.0, 7.5, 6.5, 8.0, 8.0]",59,7.579661016949152
251,Ocean,"[4.5, 5.0, 5.5, 5.6, 8.0, 3.9, 8.0, 6.5, 6.6, 7.0, 6.4, 2.0, 5.0, 2.0, 7.4, 5.0, 7.0, 7.0, 7.5, 7.8, 8.4, 6.5, 8.0]",23,6.11304347826087
252,Grey Box,"[7.4, 7.6, 6.5]",3,7.166666666666667
253,PDAmill,[6.0],1,6.0
254,Zachtronics,[9.5],1,9.5
255,Positech Games,[7.4],1,7.4
256,Focus Multimedia,"[8.0, 8.0, 7.5, 8.5, 8.5, 9.1, 9.3, 8.6, 7.0, 6.8, 8.8, 6.8]",12,8.075
257,Megacrit,[9.0],1,9.0
258,TT Games,"[3.5, 6.5, 8.4, 8.4, 8.0, 8.4, 8.0, 8.4, 7.8]",9,7.488888888888888
259,Athlon Games,[8.2],1,8.2
260,Bimboosoft,[9.4],1,9.4
261,Black Isle Studios,"[7.5, 9.4, 8.5, 9.4]",4,8.7
262,Infinite Game Publishing,[7.3],1,7.3
