,publisher,scores,total,avg_score
1299,Industrial Brothers,[7.5],1,7.5
1300,Astraware,"[6.5, 8.0, 5.9, 5.5]",4,6.475
1301,Genki,"[5.9, 3.5, 2.5, 4.5]",4,4.1
1302,10 Chambers Collective,"[8.0, 8.0]",2,8.0
1303,Salio,[6.5],1,6.5
1304,Sigil Games Online,[7.7],1,7.7
1305,Griptonite Games,"[7.5, 7.9, 7.5]",3,7.633333333333333
1306,Tale of Tales,"[7.0, 8.0, 7.7]",3,7.566666666666666
1307,Game Freak,[7.0],1,7.0
1308,FuRyu,"[7.0, 6.0, 8.0]",3,7.0
1309,Frogwares,[6.0],1,6.0
1310,EnjoyUp,"[8.0, 8.0, 5.0, 8.0, 4.0, 7.0, 6.0, 7.0]",8,6.625
1311,Plato,[8.0],1,8.0
1312,Classified Games,"[5.0, 5.2, 8.0, 2.0]",4,5.05
1313,Simon & Schuster Interactive,"[4.3, 7.0, 6.0, 4.5, 7.0, 5.2, 6.9, 7.2, 8.0, 1.5, 5.3, 6.7, 4.8, 7.0, 5.7, 8.0, 4.9, 5.8, 7.8, 5.7]",20,5.965
1314,Square Electronic Arts (US),"[8.5, 7.0, 5.6, 6.5, 9.7, 7.0, 7.5, 9.0, 9.4, 9.2, 7.4, 9.0, 9.5, 8.8, 9.0, 7.4, 6.9, 7.0, 7.0, 7.7, 9.5]",21,8.028571428571428
1315,Player 1,[7.7],1,7.7
1316,AI Factory,[6.0],1,6.0
1317,Northway Games,[8.5],1,8.5
1318,Grolier Interactive,[5.2],1,5.2
1319,Conspiracy Entertainment,"[0.8, 9.3, 7.8, 9.0, 2.0, 2.0, 2.0, 4.0, 6.0, 6.4, 4.5, 5.8, 4.0, 2.6, 7.2, 7.3, 6.5, 7.0, 6.0, 2.5, 3.5, 1.2, 1.0, 3.5, 1.4, 1.5, 7.6, 1.0, 6.0, 4.0, 6.0, 7.7, 8.7, 3.0, 5.0, 5.0, 7.4, 6.0, 6.0, 6.0, 6.5, 6.8, 8.0, 3.0, 7.0, 5.2, 4.0, 6.0, 2.3, 5.0, 8.0, 6.0, 4.5, 4.0, 4.1, 5.5]",56,5.001785714285714
1320,GameStop,[7.5],1,7.5
1321,CandyStand.com,[8.0],1,8.0
1322,DUPLICATE 11 Bit Studios,[9.0],1,9.0
1323,Glass Bottom Games,[5.0],1,5.0
1324,TouchTomes,[6.5],1,6.5
1325,Villain,"[6.5, 8.4]",2,7.45
1326,505 Games,"[8.4, 6.0, 7.0, 7.3, 8.6, 6.0, 6.0, 7.5, 7.9, 5.0, 4.5, 6.5, 2.5, 8.8, 4.5, 4.5, 8.2, 7.5, 3.5, 8.0, 8.8, 8.0, 7.0, 7.0, 7.0, 7.0, 6.8, 6.7, 8.0, 7.9, 6.0, 6.5, 7.5, 4.0, 3.5, 4.5, 6.0, 2.5, 5.0, 8.0, 5.5, 7.2, 5.9, 8.5, 8.0, 3.0, 6.0, 8.0, 2.7, 3.5, 5.4, 3.5, 6.8, 8.6, 8.6, 8.4, 8.8, 6.0, 4.0, 7.7, 8.0, 7.8, 6.1, 2.0, 4.5, 4.5, 4.5, 2.3, 3.0, 4.5, 5.3, 8.3, 8.0, 6.0, 3.0, 3.0, 5.0, 8.2, 8.0, 7.0, 7.7, 5.0, 4.0, 9.0, 9.2, 9.0, 6.5, 6.5, 3.5, 6.8, 5.5, 3.0, 3.0, 8.5, 7.8, 7.5]",96,6.182291666666667
1327,Thalion,[6.8],1,6.8
1328,Riverman Media,[4.0],1,4.0
1329,GraphSim,"[9.0, 9.0, 5.0]",3,7.666666666666667
1330,Subset Games,[9.0],1,9.0
1331,Cellar Door Games,[9.0],1,9.0
1332,SGN,[8.5],1,8.5
1333,SIE Japan Studio,[6.2],1,6.2
1334,Perfect World Entertainment,"[8.5, 7.5, 7.8, 5.0, 6.8, 7.3, 7.5, 8.0, 6.8, 6.0, 9.1, 8.6, 8.0]",13,7.453846153846153
1335,The Pokemon Company,"[8.2, 8.0, 7.0, 6.0, 6.0]",5,7.040000000000001
1336,OrangePixel,[7.0],1,7.0
1337,Microprose,"[8.0, 7.7, 8.0, 8.8, 6.6, 8.2, 8.4, 8.4, 3.0, 7.8, 9.1, 7.2, 6.8, 4.5, 5.0, 7.2, 7.0, 5.6, 5.1, 7.0, 7.5, 8.7, 8.6, 9.0, 7.0, 9.0]",26,7.276923076923078
1338,Raw Thrills,"[7.0, 7.3, 3.5]",3,5.933333333333334
1339,MECC,"[8.5, 8.0]",2,8.25
1340,G-mode,"[6.0, 7.5, 5.0, 5.0, 4.5, 8.9]",6,6.1499999999999995
1341,CyberFront Corporation,"[6.5, 8.0, 5.0]",3,6.5
1342,Value Works,[4.0],1,4.0
1343,Gears for Breakfast,[8.0],1,8.0
1344,Drool,[9.0],1,9.0
1345,Tilted Mill Entertainment,"[7.2, 7.9]",2,7.550000000000001
1346,Stainless Games,"[3.0, 5.4, 6.3]",3,4.8999999999999995
1347,Icon Games,[4.0],1,4.0
1348,EA Mobile,"[8.5, 7.9, 6.5, 3.0, 9.5, 8.5, 8.0, 7.0, 7.0, 8.0, 6.5, 7.3, 3.0, 7.6, 5.0, 8.2, 7.5, 8.0, 8.5, 8.0, 7.0, 7.0, 8.9, 7.5, 7.5, 7.5, 7.4, 7.5, 7.5, 7.0, 8.0, 8.0, 8.0, 8.0, 7.5, 7.9, 6.7, 7.0, 8.5, 6.9, 7.0, 7.0, 8.5, 7.1, 7.0, 7.0, 9.1, 7.9, 6.9, 6.2, 6.8, 5.0, 6.2, 7.0, 6.8, 6.5, 7.9, 7.9, 5.0, 5.0, 4.8, 4.8, 6.2, 4.0, 5.5, 8.0, 8.4, 8.5, 8.0, 7.0, 7.7, 8.0, 6.0, 7.0, 7.0, 7.0, 7.5, 7.5, 5.8, 8.0, 9.3, 8.8, 9.0, 8.0, 5.9, 6.0, 5.5, 6.7, 9.0, 7.0, 6.0, 7.5, 7.5, 7.0, 5.9, 7.0, 6.5, 6.0, 7.7, 5.1, 6.4, 7.7, 7.4, 7.2, 7.5, 8.3, 7.0, 8.5, 8.4, 7.5, 8.0, 8.5, 6.8, 5.0, 5.0, 6.0, 6.0, 2.5, 2.5, 7.7, 7.8, 7.8, 7.8, 7.8, 4.5, 8.5, 6.5]",127,7.049606299212598
1349,On Games,"[3.0, 3.8, 2.5]",3,3.1
1350,Chronic Logic,[7.8],1,7.8
1351,Tribute Games,[8.0],1,8.0
1352,Raw Fury Games,"[9.0, 7.7, 7.0]",3,7.8999999999999995
1353,Blast! Entertainment,"[6.5, 2.5]",2,4.5
1354,Matt Makes Games Inc.,[10.0],1,10.0
1355,Futuremark,[6.5],1,6.5
1356,Strategy First,"[4.3, 6.2, 5.4, 3.0, 1.2, 8.2, 5.0, 7.9, 5.3, 6.8, 4.0, 7.5, 4.0, 8.4, 7.2, 3.5, 8.6, 7.0, 7.9, 7.0, 8.5, 3.0, 7.0, 6.0, 8.0, 9.0, 9.0, 8.0, 8.2, 8.5, 4.5, 6.0, 6.5, 8.3, 8.5, 4.2, 4.0, 7.0, 3.0, 4.5, 4.2, 6.9, 7.4, 7.9, 5.1, 6.0, 6.8, 7.5, 8.2, 6.6, 8.5, 7.0, 8.1, 7.4, 7.8, 6.5, 8.3, 8.0, 6.8, 7.5, 6.4, 6.5, 7.2, 7.0, 5.3, 7.8, 7.0, 5.9]",68,6.554411764705883
1357,Psygnosis,"[7.0, 7.0, 6.0, 6.0, 5.0, 6.5, 7.0, 9.3, 8.5, 9.5, 7.0, 7.2, 6.7, 6.5, 7.0, 6.0, 8.1, 4.0, 8.3, 8.0, 7.3, 8.5, 9.0, 4.2, 3.6, 8.0, 8.5, 6.0, 8.0, 9.0, 5.0, 7.0, 7.0, 7.1, 8.0, 8.0, 6.0, 2.0, 5.5, 5.3, 3.0, 5.3, 4.0, 2.0, 8.9, 9.0, 5.2, 4.5, 6.0, 5.0, 4.0, 7.0, 6.0, 7.0, 6.8, 8.0, 9.1, 7.0, 9.0]",59,6.6169491525423725
1358,GenPlay,[7.5],1,7.5
1359,KongZhong,[7.0],1,7.0
1360,Zen Studios,"[6.5, 6.5, 8.0, 6.0, 6.5, 4.2, 7.5]",7,6.457142857142857
1361,GTI Software,"[7.5, 5.5, 5.5, 5.0, 8.0, 5.0, 7.0, 6.0, 8.5, 9.0, 8.0, 8.5, 9.0, 6.0, 8.0, 7.0, 8.5, 7.0, 8.0, 7.0, 7.5, 8.0, 6.0, 6.0, 7.0, 6.0, 9.0, 6.0, 9.0, 7.0, 5.0, 6.7, 8.5, 3.5, 5.0, 8.0, 5.9, 6.0, 7.0, 5.5]",40,6.915000000000001
1362,Cardboard Computer,"[8.5, 9.1, 8.3, 8.0]",4,8.475000000000001
1363,Sony Pictures Mobile,"[4.0, 4.8, 4.5, 5.2, 7.4, 7.4, 5.5, 6.8, 7.0, 6.8, 8.6, 8.5, 6.9, 4.1, 6.0, 7.1, 5.5, 7.5, 7.6, 6.5, 6.9, 7.7, 7.2, 8.0]",24,6.5625
1364,Apogee,"[7.7, 4.0, 7.0, 4.3, 5.0, 7.3, 8.0, 8.0]",8,6.4125
1365,Krome Studios,[6.9],1,6.9
1366,IndiePub,"[8.0, 4.0, 8.0]",3,6.666666666666667
1367,ZeniMax Media,"[8.9, 8.9, 8.0, 8.7, 7.8, 9.1, 9.4, 8.0, 7.1, 9.5, 9.6, 9.6, 9.6, 9.6, 8.8]",15,8.839999999999998
1368,N3V Games,"[5.5, 6.9, 7.1, 5.1, 4.4, 5.3, 5.0]",7,5.614285714285714
1369,Lace Mamba Global,"[5.5, 5.0, 8.0]",3,6.166666666666667
1370,Feardemic,"[7.5, 4.8]",2,6.15
1371,Bifrost Entertainment,[8.4],1,8.4
1372,Final Form Games,[8.5],1,8.5
1373,Skydance Interactive,[9.0],1,9.0
1374,Moonpod,[7.9],1,7.9
1375,Solutions 2 Go,[5.8],1,5.8
1376,Egosoft,[8.0],1,8.0
1377,Windysoft,[4.8],1,4.8
1378,Bplus,"[5.5, 4.7]",2,5.1
1379,Panic Inc.,[9.3],1,9.3
1380,SVG Distribution,"[7.1, 7.0, 8.0, 7.5, 3.1, 8.8, 7.0, 6.0, 6.9, 5.5, 6.4, 8.0, 2.6, 8.0, 8.3, 7.0, 7.5, 3.8, 7.5, 3.7, 6.1, 7.1, 7.1, 2.0, 8.0, 7.0, 8.2, 8.0, 8.2, 8.9, 6.0, 7.4, 5.0, 8.2, 3.0, 7.5, 4.6, 6.9, 6.0, 8.0, 7.9, 5.0, 9.0, 8.5, 9.0, 5.0, 8.0, 5.5, 3.0, 4.6, 7.1, 7.8, 8.5, 9.1, 5.2, 7.4, 8.0]",57,6.692982456140351
1381,Amazon Game Studios,[6.0],1,6.0
1382,Honeyslug,[7.9],1,7.9
1383,iFone,"[5.0, 7.4]",2,6.2
1384,Craneballs Studio,[8.0],1,8.0
1385,The Chinese Room,"[8.0, 8.5]",2,8.25
1386,Diversions Entertainment,[6.7],1,6.7
1387,HAL Laboratory,"[8.0, 8.0, 7.0, 7.5, 6.1]",5,7.32
1388,CogniToy,[8.5],1,8.5
1389,Sammy Corporation,"[4.3, 4.4, 7.2, 8.8, 9.0, 7.0, 8.7, 8.9, 6.6, 8.0, 4.9, 7.7, 6.7, 7.3, 2.1, 2.2]",16,6.4875
1390,Big Potato Games,[8.0],1,8.0
1391,HTC,[9.3],1,9.3
1392,Neko Entertainment,"[4.0, 6.0, 5.5, 9.0, 8.0, 5.0, 6.5, 8.0, 6.8, 2.0]",10,6.08
1393,Last Day of Work ,[8.0],1,8.0
1394,Joju Games,[4.0],1,4.0
1395,LimeLife,"[5.0, 7.0, 7.5, 5.0]",4,6.125
1396,SystemSoft Alpha,"[5.8, 4.3, 6.0]",3,5.366666666666667
1397,Abacus,[4.0],1,4.0
1398,Blue Bottle Games,[7.9],1,7.9
1399,K2 Network Incorporated,"[6.5, 5.9]",2,6.2
1400,Versus Evil,"[7.0, 8.5, 8.9, 8.3, 7.8, 8.6]",6,8.183333333333334
1401,Ravenous Games,"[8.0, 9.0]",2,8.5
1402,Everything Unlimited,[8.0],1,8.0
1403,Okugi Studio,[7.0],1,7.0
1404,"s Theory"", 'Humble Bundle",[4.0],1,4.0
1405,Warballoon Games,[6.7],1,6.7
1406,NEG,[4.5],1,4.5
1407,Rising Star Games,"[7.0, 8.3, 8.0, 8.0, 8.5, 5.9, 4.3, 3.5, 7.5, 6.5, 5.9, 5.0, 2.0, 7.0, 7.5, 7.5, 4.5, 5.5, 8.2, 8.0, 5.0, 6.5, 6.9, 2.5, 9.1, 8.5, 7.5, 4.2, 6.3, 8.0, 5.9, 8.8, 8.5, 7.8, 8.9, 6.0, 7.1, 5.0, 7.4, 5.0, 7.3, 8.4, 8.3, 8.0, 7.5, 5.0, 7.0, 5.6, 4.5, 6.5, 6.5, 5.5, 9.5]",53,6.662264150943397
1408,Microsoft Game Studios,"[9.0, 9.0, 8.0, 7.5, 9.0, 8.0, 8.0, 9.0, 8.5, 5.5, 6.5, 9.4, 8.5, 7.9, 8.8, 4.0, 8.4, 7.0, 7.9, 8.1, 7.5, 6.0, 8.5, 7.7, 8.1, 8.9, 7.9, 7.5, 8.4, 8.0, 8.8, 9.1, 4.0, 8.5, 6.4, 5.5, 9.2, 8.9, 8.9, 8.0, 8.0, 8.8, 9.0, 8.0, 9.0, 9.2, 8.0, 9.8, 6.9, 7.4, 7.5, 9.8, 8.0, 9.5, 9.0, 8.6, 9.8, 8.0, 6.7, 5.8, 7.2, 9.0, 8.0, 6.5, 8.0, 5.5, 8.0, 9.0, 8.0, 8.5, 7.3, 7.3, 7.4, 9.0, 6.0, 9.0, 6.5, 9.0, 9.0, 8.0, 8.2, 9.4, 9.0, 8.9, 9.0, 8.0, 6.5, 8.5, 6.5, 8.5, 8.0, 9.0, 7.7, 6.0, 5.5, 5.5]",96,7.927083333333333
1409,11 Bit Studios,"[8.0, 8.2, 8.0, 8.0, 8.5, 9.0, 8.4]",7,8.3
1410,Contrail,[6.0],1,6.0
1411,The Hit Squad,"[4.5, 7.0, 8.7, 7.4, 5.0, 6.5, 5.0, 7.5, 6.5, 7.0]",10,6.51
1412,Karjasoft,[7.5],1,7.5
1413,Horsham,[7.5],1,7.5
1414,KlickTock,[8.0],1,8.0
1415,Vlambeer,"[9.0, 8.0, 6.5]",3,7.833333333333333
1416,3D Ages,"[5.0, 9.0, 9.0, 7.0, 7.0, 8.5, 8.5, 7.5, 9.0, 4.0, 6.5, 4.0]",12,7.083333333333333
1417,Playwing,[7.0],1,7.0
1418,Typhoon Games [2001],"[8.0, 8.3]",2,8.15
1419,Xseed Games,"[8.3, 7.3, 4.0, 5.8, 7.0, 6.5, 5.5, 6.4, 7.0, 5.5, 6.7, 8.0, 8.8, 8.0, 7.5, 2.5, 8.0, 7.1, 9.1, 8.5, 8.2, 7.5, 4.7, 7.0, 7.1, 7.0, 5.0, 8.6, 8.0, 8.3, 8.0, 8.0, 8.0, 7.0, 8.4, 7.7, 5.5, 8.5, 8.0, 8.0, 8.0, 6.0, 8.0, 5.0, 5.8, 4.5, 5.3, 5.3, 4.5, 5.5, 7.8, 5.8, 5.5, 6.5, 7.5, 8.0, 5.6, 7.8]",58,6.86896551724138
1420,PAN Vision,[7.2],1,7.2
1421,Omni Systems Limited,[7.0],1,7.0
1422,Universomo,"[3.0, 5.5]",2,4.25
1423,Nokia,"[7.5, 8.1, 8.0, 7.2, 7.9, 8.0, 7.0, 8.0, 5.0, 8.7, 8.2, 8.8, 5.0]",13,7.4923076923076914
1424,SIE Europe,"[6.5, 4.5, 5.2, 8.0, 7.0]",5,6.24
1425,Crescent Moon Games,"[8.0, 5.6, 5.2]",3,6.266666666666667
1426,Thunderful,"[8.3, 8.6, 7.0]",3,7.966666666666666
1427,The Tiniest Shark,[7.4],1,7.4
1428,Maxistentialism,[8.3],1,8.3
1429,Mobliss,"[4.0, 3.3, 7.5, 6.2, 7.4, 8.0, 6.8, 8.9, 7.9, 7.5, 2.5, 3.0]",12,6.083333333333333
1430,Oculus Studios,"[9.4, 6.6, 6.7, 6.0, 7.8]",5,7.3
1431,Apex Designs,[7.2],1,7.2
1432,Triotech,[7.2],1,7.2
1433,Wube Software,[8.0],1,8.0
1434,Mattel Electronics,"[7.5, 5.0]",2,6.25
1435,Infinite Dreams,"[6.0, 9.5]",2,7.75
1436,Flying Dino,[8.5],1,8.5
1437,Holospark,[5.5],1,5.5
1438,Tripwire Interactive,"[9.0, 8.0, 8.0, 7.5, 7.0, 6.0, 8.0, 8.3, 7.0, 8.4, 7.0]",11,7.654545454545455
1439,Streum On Studio,[5.0],1,5.0
1440,Silverlode Interactive,[5.0],1,5.0
1441,Elite Systems Ltd.,"[4.5, 5.0, 5.5, 7.0, 9.0, 7.9, 7.5, 6.0, 6.0, 7.0, 7.0, 4.0, 7.0, 6.7, 8.5, 6.5, 5.0, 7.5, 8.0, 3.0, 4.5, 7.0, 4.5, 6.5, 5.0]",25,6.244
1442,Origin Systems,"[7.0, 6.2, 4.0]",3,5.733333333333333
1443,MGM Interactive,"[5.0, 7.8, 7.0]",3,6.6000000000000005
1444,Trident3D,[7.0],1,7.0
1445,BitComposer Games ,"[3.5, 7.8, 8.2]",3,6.5
1446,PlatinumGames,[9.0],1,9.0
1447,Lumenox Games,[6.7],1,6.7
1448,Almost Human Ltd.,"[8.6, 8.5]",2,8.55
1449,Mezmer Games,[2.0],1,2.0
1450,Bandai,"[8.0, 8.0, 5.5, 3.5, 3.0, 5.0, 7.5, 6.0, 4.5, 6.2, 5.5, 6.5, 7.0, 7.0, 7.0, 5.8, 4.0, 6.1, 5.0, 7.8, 5.5, 5.6, 3.0, 8.2, 7.0, 7.0, 7.0, 4.7, 3.7, 8.1, 7.6, 6.0, 5.5, 3.0, 7.5, 7.0, 7.5, 7.0, 6.2, 7.0, 4.0, 5.0, 6.5, 6.5, 7.5, 7.0, 7.4, 7.9, 8.0, 8.5, 5.0, 5.5, 5.5, 8.5, 8.4, 8.4, 8.3, 4.0, 6.9, 6.0, 8.6, 8.8, 6.8, 6.7, 7.2, 6.5, 8.5, 9.0, 8.7, 3.2, 7.9, 7.0, 3.4, 6.5, 5.5, 2.5, 6.5, 8.0, 7.5, 6.2, 7.4, 7.6, 7.5, 6.1, 6.8, 7.0, 6.6, 5.5, 6.6, 6.0, 2.0, 8.0, 7.4, 5.0, 5.0, 5.0, 6.2, 7.0, 5.0, 7.2, 4.5, 8.0, 6.0, 5.1, 5.5, 6.5, 7.8, 7.5, 6.0, 6.0, 5.0, 3.0]",112,6.326785714285714
1451,ConcernedApe,"[8.8, 9.5]",2,9.15
1452,Cat in a Box Games,[7.6],1,7.6
1453,ZeptoLab,"[8.0, 9.0, 7.3]",3,8.1
1454,Phantom EFX,"[3.6, 4.8]",2,4.2
1455,Pixel Titans,[6.3],1,6.3
1456,1C Entertainment,"[7.5, 7.7, 3.0, 6.0, 5.4, 6.9, 8.0, 6.7, 6.2, 7.0, 7.8, 3.5, 6.8, 8.6, 8.6, 8.4, 7.5, 2.2, 6.0, 8.1, 8.0, 7.0, 6.9, 5.0, 8.0, 7.5, 7.5, 8.5, 8.0, 4.0, 6.8, 7.0, 6.0, 7.2, 2.1]",35,6.611428571428571
1457,Atari Inc. (1972-1984),"[8.0, 5.0, 6.0, 7.0, 2.0, 8.0, 7.0, 6.0, 5.0, 6.0, 6.2, 2.0, 7.5, 7.0, 2.0, 5.5, 7.1, 8.0, 5.0, 7.0, 8.0, 8.0, 5.0, 5.0, 4.0, 4.0, 6.0, 6.0, 4.0, 3.0, 7.5, 7.0, 7.5, 7.0, 7.5, 6.1, 8.0, 9.0, 6.0, 4.5, 4.5, 6.0, 7.0, 8.0, 8.0, 8.0, 6.0, 6.0, 7.0, 5.0, 7.0, 5.0, 7.0, 5.0, 6.0, 6.5, 6.0, 5.0, 8.5, 5.0, 7.0, 8.0, 7.5, 8.0, 8.0, 8.1, 7.0, 5.0, 4.0, 4.0, 6.8, 7.0, 6.0, 8.0, 6.0, 6.0, 7.0]",77,6.2376623376623375
1458,Piko Interactive,[7.0],1,7.0
1459,Gremlin Interactive Limited,"[8.0, 5.0, 3.5, 4.0, 8.3]",5,5.76
1460,Coleco,"[7.5, 6.0, 8.0, 8.0, 5.0, 5.0, 4.0, 4.0, 5.0, 7.5, 7.0, 7.4, 5.0]",13,6.107692307692308
1461,Agetec,"[8.0, 7.8, 7.3, 6.5, 5.5, 7.7, 7.0, 4.0, 7.8, 6.3, 7.5, 4.0, 5.2, 8.0, 6.0, 6.5, 7.2, 5.0, 1.9, 7.8, 9.0, 8.0, 7.5, 7.0, 7.0, 6.0, 8.5, 6.6, 7.0, 8.7, 5.0, 7.5, 8.0, 8.5, 9.0, 7.4, 6.7, 7.5, 2.5, 8.5, 7.5, 8.2, 7.0, 7.5, 7.5, 5.5, 7.4, 6.0, 7.1, 7.9, 6.5, 6.5, 7.7, 2.0]",54,6.8
1462,Jack Of All Games,"[5.0, 7.0, 8.5, 8.0, 3.5, 5.0, 4.9, 6.5, 6.9, 4.9]",10,6.02
1463,Gambitious Digital Entertainment,"[7.3, 6.5]",2,6.9
1464,Tomy Corporation,"[5.0, 7.8, 8.2, 8.2, 8.4, 6.5, 5.0, 6.5, 6.5, 6.0, 8.0, 5.5, 5.5, 7.5, 8.0, 5.5, 4.8]",17,6.641176470588235
1465,Press Start Studio,"[7.8, 7.0]",2,7.4
1466,Merscom,"[6.5, 7.0, 3.2, 8.0, 7.8, 7.0, 7.2, 7.4, 5.0]",9,6.566666666666666
1467,Capybara Games,"[6.9, 9.0, 8.6, 8.5, 9.0, 7.5, 9.5, 9.5]",8,8.5625
1468,Crystal Dynamics,"[5.0, 8.0, 8.5, 6.0, 4.0, 6.6, 5.5, 6.6, 6.0, 8.5, 5.0, 4.0, 8.0]",13,6.2846153846153845
1469,Vector2,[5.1],1,5.1
1470,OutLook Entertainment,[2.2],1,2.2
1471,CoolPowers,[8.0],1,8.0
1472,Gamerizon,[6.5],1,6.5
1473,Mobcast Inc.,[8.0],1,8.0
1474,On Deck Interactive,"[3.0, 6.4]",2,4.7
1475,Vatical Entertainment,"[7.0, 7.6, 9.0, 7.6, 5.3, 3.0, 6.9, 2.0, 4.0, 8.0, 6.8, 7.0, 4.8, 4.3, 7.0, 6.2, 3.0, 8.0, 9.0, 8.0, 6.5, 8.0, 8.0, 6.0, 7.0]",25,6.4
1476,Space Time Foam,[8.4],1,8.4
1477,Iceberg Interactive,"[8.0, 7.5, 6.9, 4.5]",4,6.725
1478,SpoonJuice,"[8.0, 8.5]",2,8.25
1479,Performance Designed Products,[6.0],1,6.0
1480,A2M (Artificial Mind and Movement),[5.5],1,5.5
1481,Slightly Mad Studios,[8.9],1,8.9
1482,Genius Products,"[7.7, 8.0, 7.8]",3,7.833333333333333
1483,Rare,"[9.9, 8.4, 7.1, 8.1]",4,8.375
1484,Amazon Games,[8.0],1,8.0
1485,Nicalis,"[8.0, 8.5, 7.3, 8.3, 9.0, 7.5, 9.0, 9.0, 7.5, 7.5]",10,8.16
1486,Big Blue Bubble,"[7.5, 6.0, 2.0, 4.0, 3.5]",5,4.6
1487,Atlus,"[2.5, 8.0, 8.5, 6.7, 7.0, 8.3, 4.9, 5.4, 5.4, 6.0, 6.8, 8.5, 7.8, 3.0, 8.8, 9.0, 9.0, 2.0, 6.5, 5.1, 6.9, 7.5, 6.5, 8.4, 6.7, 5.8, 6.5, 5.5, 5.5, 9.4, 8.7, 8.5, 6.7, 8.8, 9.0, 9.0, 9.2, 8.0, 6.5, 8.0, 8.0, 7.0, 7.0, 8.5, 7.4, 7.5, 7.5, 7.5, 7.0, 3.5, 7.3, 8.0, 6.0, 9.0, 7.4, 8.5, 8.2, 4.0, 6.7, 5.1, 6.0, 8.0, 8.8, 4.0, 4.0, 6.0, 6.9, 8.0, 6.8, 8.0, 8.0, 7.0, 8.8, 6.7, 7.0, 8.0, 7.5, 6.1, 7.9, 9.0, 6.3, 7.0, 6.5, 7.1, 8.0, 5.5, 9.5, 8.8, 6.0, 8.8, 9.0, 9.0, 7.3, 2.5, 7.0, 7.5, 8.2, 8.0, 9.0, 9.1, 8.4, 9.3, 9.7, 10.0, 8.0, 8.5, 7.2, 7.9, 8.5, 8.5, 7.0, 7.3, 6.6, 4.5, 7.8, 6.2, 7.0, 7.0, 7.0, 7.5, 6.8, 7.3, 4.9, 6.0, 6.2, 7.8, 5.5, 7.5, 7.5, 7.8, 7.2, 7.5, 7.8, 8.5, 8.6, 8.8, 8.5, 8.3, 9.0, 7.5, 8.5, 8.0, 7.0, 7.8, 8.0, 6.0, 4.0, 2.0, 4.9, 7.3, 6.0, 7.7, 8.0, 8.5, 8.2, 7.8, 6.5, 8.0, 6.5, 8.5, 8.5, 7.2, 6.8, 4.0, 8.0, 8.5, 6.8, 5.5, 7.0, 7.8, 8.9, 8.1, 8.5, 8.0, 8.0, 8.4, 7.5, 9.0, 9.0, 9.0, 9.0, 8.2, 8.2, 8.4, 8.0, 6.2, 8.4, 7.2, 7.8, 7.7, 6.4, 8.4, 7.0, 4.8]",194,7.300515463917526
1488,SCi Entertainment Group,"[7.8, 7.8, 7.9, 8.2, 8.5, 8.5, 3.0, 5.8, 6.0, 6.0, 6.0, 7.0, 6.5, 6.5, 8.2, 7.0, 5.0, 5.0, 5.0, 6.0, 7.5, 5.0, 8.0, 7.9]",24,6.670833333333333
1489,Mane6,[8.0],1,8.0
1490,Compile Heart,"[5.5, 3.5, 7.3, 4.0, 6.0, 6.0, 5.4, 4.9, 3.9, 7.5, 7.5, 7.5]",12,5.75
1491,Lexicon Entertainment ,"[4.0, 9.0, 6.0, 4.5, 8.5]",5,6.4
1492,Video System,"[5.0, 7.5, 8.6, 8.3, 7.1, 8.3]",6,7.466666666666666
1493,Lucas Learning,"[7.5, 7.8]",2,7.65
1494,Mojang,"[4.5, 6.5, 9.5, 7.5, 5.0, 9.7, 9.0, 9.5, 8.5, 7.4]",10,7.710000000000001
1495,"s Eye Productions"", 'BAM! Entertainment","[5.5, 5.5, 5.4, 5.5]",4,5.475
1496,10tons,[7.5],1,7.5
1497,WhisperGames,[9.0],1,9.0
1498,Digital Works Entertainment,"[6.5, 6.0]",2,6.25
1499,Six Foot Games,[6.5],1,6.5
1500,Mutant Piano,[6.0],1,6.0
1501,Airborne,"[8.0, 4.5, 6.6, 6.0, 7.3, 8.5, 7.0]",7,6.8428571428571425
1502,FormGen,"[7.9, 8.5]",2,8.2
1503,Nordic Games Publishing,"[9.0, 9.0, 8.0, 8.0, 8.0, 7.5, 4.0, 4.9, 5.0, 4.8, 4.4, 6.1, 7.1, 5.5, 9.0, 6.5]",16,6.675
1504,MiHoYo,[9.0],1,9.0
1505,American Laser Games,[1.0],1,1.0
1506,OtherWise Games,[8.0],1,8.0
1507,Andamiro Entertainment,"[7.5, 7.2]",2,7.35
1508,Cartoon Network,[7.0],1,7.0
1509,O-Games,"[5.5, 2.0, 2.0, 1.0, 4.7, 7.0, 6.8, 7.0]",8,4.5
1510,Abstraction Games,"[5.0, 5.8]",2,5.4
